Alcaldía,Colonia,Casos activos,Población total,Porcentaje activos,Tasa activos (100mil habitantes),Geo Shape,Clave colonia,centroide_colonia
ALVARO OBREGON,BARRIO NORTE,57,14367.41421,0.002562,396.73,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2049735789, 19.3810639488], [-99.2049460905, 19.3809702263], [-99.204877223, 19.3809637691], [-99.2048255512, 19.380942045], [-99.2047566796, 19.3809323205], [-99.2046981138, 19.3809040693], [-99.2046350009, 19.380910675], [-99.2045500553, 19.3808955229], [-99.2044926453, 19.3808738051], [-99.2044202846, 19.3808270544], [-99.20436404, 19.3808194938], [-99.2042699214, 19.3808108866], [-99.2041712149, 19.3808044627], [-99.2040885729, 19.3807958425], [-99.2040128141, 19.3807850363], [-99.2039301558, 19.3807633466], [-99.2038400485, 19.3807619733], [-99.203750046, 19.3807436391], [-99.2035769065, 19.3807208032], [-99.2034024212, 19.3806886877], [-99.2035171649, 19.3804940293], [-99.2036074422, 19.3795967417], [-99.2036664803, 19.3791463039], [-99.2036880038, 19.3789138016], [-99.2036959237, 19.3788282489], [-99.2037288347, 19.3784784302], [-99.2038414373, 19.3777150087], [-99.2037904109, 19.3777294405], [-99.2035465061, 19.3777549966], [-99.2030747683, 19.3778009305], [-99.2025545561, 19.3778620612], [-99.2023816031, 19.3778848119], [-99.2023964001, 19.3778545445], [-99.202478145, 19.3776876144], [-99.2025137143, 19.3776145771], [-99.2025352499, 19.3775705255], [-99.2025910795, 19.3774464675], [-99.2026710422, 19.3772687829], [-99.202736962, 19.3771223027], [-99.2028091104, 19.3769619816], [-99.2028317105, 19.3769498352], [-99.2028543105, 19.3769376889], [-99.2033176254, 19.3771103884], [-99.2038180308, 19.3772527851], [-99.2041449952, 19.3773414292], [-99.2042891578, 19.3773839269], [-99.2047767208, 19.3775276546], [-99.2048738998, 19.3775516418], [-99.2050063722, 19.3775843405], [-99.2051407412, 19.3775940924], [-99.2052751102, 19.3776038443], [-99.2054525318, 19.3776184991], [-99.2058034576, 19.3776093825], [-99.2059697232, 19.3775986704], [-99.2061359888, 19.3775879582], [-99.2064767398, 19.3774811279], [-99.2067074529, 19.3774107664], [-99.2069493133, 19.3773475185], [-99.2073982794, 19.377247391], [-99.207567573, 19.3772108253], [-99.207851555, 19.3770863372], [-99.2080648931, 19.3769830676], [-99.2086427723, 19.376718761], [-99.2087890301, 19.3766518661], [-99.208974666, 19.3765669604], [-99.2091830569, 19.3764716467], [-99.2094101237, 19.3763979815], [-99.2094672502, 19.3763795049], [-99.2097124344, 19.3763002042], [-99.2097567821, 19.376280156], [-99.2098011298, 19.3762601078], [-99.2100595467, 19.3761465357], [-99.2102818882, 19.3760360562], [-99.2104997137, 19.3759264548], [-99.2107292648, 19.3758174778], [-99.2108262186, 19.3761491286], [-99.2109152856, 19.3764337475], [-99.2109600533, 19.3765901295], [-99.2110471546, 19.3769272154], [-99.2110262857, 19.3769906015], [-99.2111522889, 19.3774014403], [-99.2112359337, 19.3775848987], [-99.2113180541, 19.377765397], [-99.2113493843, 19.3779348977], [-99.2113640435, 19.3780347905], [-99.2114115456, 19.3781160876], [-99.2114301241, 19.3781478836], [-99.2116000215, 19.3780303301], [-99.211853962, 19.3778542184], [-99.2118766844, 19.37783846], [-99.2119950128, 19.378207138], [-99.2120124648, 19.3782548142], [-99.212035561, 19.3783031885], [-99.2120566494, 19.3783473576], [-99.2120505081, 19.3783917696], [-99.211629266, 19.378531353], [-99.2114229701, 19.3786439551], [-99.2112228672, 19.3788509053], [-99.210931006, 19.379094463], [-99.2105610643, 19.3794463958], [-99.2104358118, 19.3795524652], [-99.2102661056, 19.3796659294], [-99.2092847364, 19.3802226394], [-99.2092430143, 19.3801230882], [-99.209046076, 19.3802193225], [-99.2084761164, 19.3800102299], [-99.2083367642, 19.3799607148], [-99.2082448576, 19.3799447071], [-99.2081648818, 19.3799532328], [-99.2080738241, 19.3799805343], [-99.2079022722, 19.3801009455], [-99.2078401505, 19.3801849398], [-99.2078021747, 19.3802741439], [-99.2077991543, 19.3803821049], [-99.2077537889, 19.3803930525], [-99.2062575914, 19.3807541079], [-99.2061205914, 19.3807871674], [-99.2060601211, 19.3808017595], [-99.2053850067, 19.3809646696], [-99.2053615733, 19.3809703242], [-99.2050403449, 19.3810478379], [-99.2049735789, 19.3810639488]]]}",10-026,"19.378639232,-99.2073475179"
ALVARO OBREGON,JALALPA EL GRANDE,47,10972.24561,0.002112,428.35,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2461463941, 19.3682957905], [-99.2458613125, 19.3684461734], [-99.2455474012, 19.3685342581], [-99.2450963476, 19.3686691478], [-99.2450369298, 19.3691755346], [-99.2443078495, 19.3695612036], [-99.2442555871, 19.3696201577], [-99.2438791169, 19.37004483], [-99.2435775825, 19.3704980944], [-99.2434351934, 19.371011527], [-99.2428162007, 19.3719334671], [-99.2425742901, 19.3722937702], [-99.2424415604, 19.3724832951], [-99.2424035748, 19.3725375347], [-99.2416731725, 19.3733989412], [-99.2409583802, 19.3740640845], [-99.2403388941, 19.3747217223], [-99.2398724693, 19.374462648], [-99.2397467445, 19.3746193666], [-99.2397290817, 19.3745998651], [-99.2397114188, 19.3745803636], [-99.2396912913, 19.3745804827], [-99.2396711638, 19.3745806018], [-99.2396191552, 19.3744720402], [-99.2390057401, 19.373250762], [-99.2386783408, 19.372631353], [-99.2384288642, 19.372168563], [-99.2380652094, 19.372335685], [-99.2378924835, 19.3724129779], [-99.2383291438, 19.3719762067], [-99.2384154487, 19.3718898795], [-99.2382642019, 19.3716054722], [-99.237862934, 19.371804706], [-99.2374922834, 19.3711543457], [-99.2374224701, 19.3707992292], [-99.2375928449, 19.3706837696], [-99.2389347298, 19.369774389], [-99.2390125492, 19.3697433348], [-99.2403853125, 19.3691955199], [-99.2408115056, 19.3691949566], [-99.2408458539, 19.3691949111], [-99.2408630281, 19.3691948884], [-99.2408802022, 19.3691948657], [-99.2417229198, 19.3686349071], [-99.2423200681, 19.3682381167], [-99.2432184169, 19.3676411786], [-99.2451427468, 19.3665409378], [-99.2456929724, 19.3661911776], [-99.2471455316, 19.3653448948], [-99.2479842995, 19.3649448891], [-99.2485277477, 19.3646866212], [-99.2486259575, 19.3646238934], [-99.2488276336, 19.3644715294], [-99.2489153885, 19.3644475064], [-99.2491530133, 19.3643824561], [-99.2492072632, 19.364367605], [-99.2492654867, 19.3644301887], [-99.2491038909, 19.3645847435], [-99.2492974413, 19.3647195562], [-99.249684624, 19.3650583929], [-99.2493857223, 19.3654592183], [-99.2490916116, 19.3658037832], [-99.2490610163, 19.3658647232], [-99.2489695451, 19.3660147495], [-99.2489515183, 19.3660836066], [-99.2488842308, 19.3665483176], [-99.2488165253, 19.3667376994], [-99.2487441562, 19.366841047], [-99.2487010842, 19.3668346528], [-99.2486580122, 19.3668282586], [-99.248594487, 19.366785325], [-99.2485491519, 19.3667810849], [-99.2484722367, 19.3668758345], [-99.2483997956, 19.3669318597], [-99.2483138471, 19.3670481317], [-99.2482641419, 19.3671514482], [-99.2480559943, 19.3673926455], [-99.2480197768, 19.367422809], [-99.2479246059, 19.3674358447], [-99.2478702374, 19.3674531269], [-99.2475535855, 19.367506829], [-99.247512231, 19.3675138424], [-99.2473718934, 19.3676344899], [-99.2472452776, 19.3678368572], [-99.2472069848, 19.3679939332], [-99.2471686919, 19.3681510092], [-99.247096185, 19.3681640137], [-99.24689688, 19.3682589288], [-99.2467292662, 19.3683279885], [-99.2466388735, 19.3685044941], [-99.2465845304, 19.3685389839], [-99.2464439326, 19.36848755], [-99.2461463941, 19.3682957905]]]}",10-089,"19.3696391962,-99.2428942099"
ALVARO OBREGON,JARDINES DEL PEDREGAL,39,13817.0,0.001753,282.26,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2101363784, 19.3312376296], [-99.2097103113, 19.3314271493], [-99.2087428143, 19.3318495565], [-99.2077490258, 19.3322859289], [-99.2077255849, 19.3321836086], [-99.2077021441, 19.3320812884], [-99.2076316163, 19.3320757136], [-99.2070533992, 19.3320300084], [-99.2065508608, 19.3319902837], [-99.2063028502, 19.3320935145], [-99.2050407337, 19.3326116246], [-99.2047562248, 19.3327136402], [-99.2042815338, 19.3328838477], [-99.2026805187, 19.3331460319], [-99.2025931041, 19.3331584579], [-99.2019221845, 19.333253828], [-99.2013179347, 19.3333397189], [-99.2011047289, 19.3333700244], [-99.200615071, 19.333394977], [-99.2003208178, 19.3333172652], [-99.2000265648, 19.3332395528], [-99.1986654149, 19.3333895785], [-99.1984293106, 19.3334156009], [-99.1983153719, 19.3334281585], [-99.1982014332, 19.3334407162], [-99.1969698685, 19.3337067241], [-99.1967475814, 19.3336653658], [-99.1965252944, 19.3336240071], [-99.1964301361, 19.3332400953], [-99.1963720705, 19.3329204454], [-99.1960717849, 19.3323308019], [-99.195640671, 19.3316241729], [-99.1947745627, 19.3301375641], [-99.1947476456, 19.3299742192], [-99.1949356025, 19.3230912831], [-99.1948804588, 19.3227611716], [-99.1948253154, 19.32243106], [-99.1951788226, 19.3215043429], [-99.1955518812, 19.320911302], [-99.1977027954, 19.3174919546], [-99.2014487946, 19.3115364725], [-99.2005367489, 19.3110660987], [-99.2008522595, 19.3107845482], [-99.2008987065, 19.3107430693], [-99.2019078442, 19.3097657603], [-99.2027539259, 19.3089173112], [-99.2052523046, 19.3065397054], [-99.2053832593, 19.3064150782], [-99.2051210365, 19.3062154619], [-99.2051198626, 19.3059794193], [-99.2048544805, 19.3057797218], [-99.2048511532, 19.3057114432], [-99.2048531207, 19.3055835498], [-99.204856176, 19.3055132721], [-99.2058166783, 19.3056943156], [-99.2090605749, 19.3062618766], [-99.2116440785, 19.306720232], [-99.2135972403, 19.3070724025], [-99.2146176156, 19.3073151156], [-99.2150634387, 19.3074687992], [-99.2155843303, 19.3076939764], [-99.2160510884, 19.3079381659], [-99.216452275, 19.3081641682], [-99.2168977647, 19.3084969763], [-99.2171777172, 19.3087087137], [-99.2175177707, 19.3090238058], [-99.2180479768, 19.3096299225], [-99.2188564344, 19.3106662861], [-99.2190482612, 19.3109250637], [-99.2192400887, 19.3111838411], [-99.2198189445, 19.3120059297], [-99.2203909603, 19.3131822514], [-99.22070012, 19.3140415659], [-99.2208903626, 19.3149523935], [-99.2210444453, 19.3159759996], [-99.221259716, 19.3170784247], [-99.2214009128, 19.3178918825], [-99.2215397217, 19.3186261663], [-99.2215680566, 19.3192017319], [-99.2215176688, 19.3194425121], [-99.2214520301, 19.3197540989], [-99.2214127677, 19.3198560113], [-99.2210887127, 19.3203469687], [-99.2208126961, 19.3207651432], [-99.2205325194, 19.3210775712], [-99.2141890876, 19.3253767098], [-99.2142050514, 19.3254247353], [-99.2126562132, 19.3268670425], [-99.2103245386, 19.3311550056], [-99.2102260946, 19.3311982339], [-99.2101363784, 19.3312376296]]]}",10-091,"19.3197415813,-99.2074193222"
ALVARO OBREGON,MERCED GOMEZ,48,6992.834615,0.002157,686.42,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2033190452, 19.3630020464], [-99.2038856487, 19.362889912], [-99.2040140843, 19.3628644935], [-99.2040518033, 19.3628566263], [-99.2041426296, 19.3628557654], [-99.2042341297, 19.3628535769], [-99.2044462755, 19.3628485028], [-99.204578518, 19.3628306022], [-99.2047082579, 19.3628130403], [-99.2047332994, 19.3628096506], [-99.2048919235, 19.3628067438], [-99.2054742788, 19.362796071], [-99.2054742298, 19.3627579976], [-99.2054741373, 19.3626860367], [-99.2054740447, 19.3626140758], [-99.2054736873, 19.3623360985], [-99.2054734548, 19.3621552939], [-99.2057197165, 19.3620724891], [-99.2057955234, 19.3620469991], [-99.2062180626, 19.3616482478], [-99.2064620941, 19.3615449409], [-99.2064844117, 19.3615278947], [-99.2065067293, 19.3615108485], [-99.2068454435, 19.3615569308], [-99.2069929811, 19.3615770032], [-99.2071388395, 19.3615145506], [-99.207196448, 19.3615671683], [-99.2074504104, 19.3616093409], [-99.2076895898, 19.361563656], [-99.2077492257, 19.3615522651], [-99.2078090001, 19.3615498329], [-99.2078687745, 19.3615474008], [-99.2080930417, 19.3616275193], [-99.2081399458, 19.3616289017], [-99.2081937093, 19.3616304862], [-99.2082474728, 19.3616320707], [-99.2082668607, 19.3616271488], [-99.2088496363, 19.3614792017], [-99.2088946541, 19.3614677732], [-99.2089396719, 19.3614563446], [-99.209243311, 19.3612763347], [-99.2095351614, 19.3613839252], [-99.2098612275, 19.361445829], [-99.2100555039, 19.361445605], [-99.2101799734, 19.3613934542], [-99.210264355, 19.3611569605], [-99.2104997993, 19.3611237127], [-99.2105681681, 19.3611140581], [-99.2106084349, 19.3610757473], [-99.2108169361, 19.360877374], [-99.2108609445, 19.3607881053], [-99.2109049529, 19.3606988366], [-99.210931211, 19.3606455733], [-99.2110893389, 19.3604396723], [-99.2111201887, 19.3603995022], [-99.2113256483, 19.3602932128], [-99.2113491814, 19.3602810384], [-99.2117077088, 19.3601766076], [-99.2120511814, 19.359987091], [-99.2120702685, 19.3599705328], [-99.2123895372, 19.3596935653], [-99.2124995259, 19.3600007521], [-99.2126719822, 19.3605016794], [-99.2131333185, 19.3618416894], [-99.2126232461, 19.3621313533], [-99.2120094071, 19.3625663176], [-99.2119175758, 19.3626496521], [-99.2117672258, 19.3627860907], [-99.2116077477, 19.3629714554], [-99.2115838381, 19.3630165255], [-99.211486728, 19.3631995802], [-99.2112670124, 19.3637237921], [-99.2112593078, 19.3637544259], [-99.2112493708, 19.3637939358], [-99.2111416401, 19.3641927053], [-99.2110339088, 19.3645914748], [-99.2109899785, 19.3646806903], [-99.2109757298, 19.364709627], [-99.2108289871, 19.3647923396], [-99.2101615613, 19.3648899937], [-99.2101614682, 19.3649720673], [-99.2101609568, 19.3654230116], [-99.2111218854, 19.3654363374], [-99.2126480042, 19.3654571483], [-99.2126312217, 19.366539123], [-99.2126309312, 19.3665578526], [-99.2126304595, 19.3665882634], [-99.2126310024, 19.3666315953], [-99.2126317828, 19.3666938791], [-99.2096218681, 19.3666105444], [-99.2090335816, 19.3666031482], [-99.2080304164, 19.3665546361], [-99.2064267373, 19.3665062409], [-99.2052511419, 19.3664264832], [-99.2047678246, 19.3667019418], [-99.2046466559, 19.3667709996], [-99.2044116548, 19.3667592918], [-99.2042992235, 19.3668001093], [-99.2041651266, 19.3667927739], [-99.203778316, 19.3667716139], [-99.2025506142, 19.3667110177], [-99.2017289476, 19.3666814083], [-99.2008900914, 19.3666690671], [-99.2002369287, 19.3666595291], [-99.2001993181, 19.3666589798], [-99.2001618173, 19.3666584321], [-99.1990579904, 19.3665063105], [-99.1976858682, 19.3663611922], [-99.1963193245, 19.3662782684], [-99.1963099003, 19.3665165119], [-99.1956212474, 19.3664237718], [-99.1956026132, 19.3674134962], [-99.1955418442, 19.3674060532], [-99.1954810753, 19.3673986102], [-99.1954080765, 19.3673923489], [-99.1953350778, 19.3673860875], [-99.1953256396, 19.367470772], [-99.1953026594, 19.3676769622], [-99.1952984165, 19.3677150321], [-99.1952941735, 19.367753102], [-99.1951746294, 19.367741687], [-99.1928182011, 19.3675166618], [-99.1924358461, 19.3683717329], [-99.192330946, 19.3689138959], [-99.1921172221, 19.3700980274], [-99.1920813482, 19.3702967842], [-99.1920292455, 19.3703196503], [-99.1919771427, 19.3703425165], [-99.1918188006, 19.370394535], [-99.1917740245, 19.3704082967], [-99.1918192607, 19.3699824166], [-99.191833495, 19.3694709335], [-99.1918232381, 19.3694308391], [-99.19174409, 19.3691214463], [-99.191699389, 19.3689478758], [-99.1914291884, 19.3683135173], [-99.1912563388, 19.368017634], [-99.1909839225, 19.3675350897], [-99.1908437001, 19.3672304165], [-99.1907797025, 19.3669885983], [-99.1907656528, 19.366935511], [-99.1907667865, 19.3668859253], [-99.1907445944, 19.3666454622], [-99.1907958649, 19.3661881781], [-99.1908284593, 19.3658920783], [-99.1908830077, 19.3653965373], [-99.1909732355, 19.3648202197], [-99.1911620333, 19.3636142881], [-99.191254655, 19.3636355779], [-99.1912847273, 19.3636424902], [-99.1913474412, 19.3636569054], [-99.1914447014, 19.3636792613], [-99.1917549333, 19.3637505695], [-99.192297718, 19.3638753297], [-99.1928829982, 19.3640412181], [-99.1933416148, 19.3641216952], [-99.1938103494, 19.3641305335], [-99.1942600913, 19.3641360379], [-99.1945192486, 19.3641392093], [-99.1956759574, 19.364106745], [-99.1956018171, 19.3648085514], [-99.1966834122, 19.3649075202], [-99.1977650086, 19.3650064826], [-99.1988648059, 19.3651069244], [-99.1995961026, 19.3651737083], [-99.1996477067, 19.3651784208], [-99.1996993108, 19.3651831333], [-99.1996712512, 19.3646672878], [-99.2008046506, 19.3647160709], [-99.2011402308, 19.3643342244], [-99.2021764226, 19.364324061], [-99.2021738766, 19.3643216502], [-99.2035876476, 19.364357785], [-99.2049910927, 19.364394543], [-99.2049981362, 19.3642174132], [-99.2050031746, 19.363927905], [-99.2050087658, 19.3636066352], [-99.205014357, 19.3632853655], [-99.204785943, 19.3632741234], [-99.2043084079, 19.3632506192], [-99.203894503, 19.3632302459], [-99.2033428971, 19.3632030931], [-99.2033190452, 19.3630020464]]]}",10-151,"19.3648350491,-99.2027877592"
ALVARO OBREGON,OLIVAR DEL CONDE 2DA SECCION II,37,8191.441839,0.001663,451.69,"{""type"": ""Polygon"", ""coordinates"": [[[-99.2195617697, 19.3746249911], [-99.2195379747, 19.3746282126], [-99.2195141797, 19.3746314341], [-99.2194903847, 19.3746346556], [-99.2194665897, 19.3746378771], [-99.2194034928, 19.3746619177], [-99.2193403959, 19.3746859583], [-99.2189687954, 19.3748275412], [-99.2189048679, 19.3748707272], [-99.2188092988, 19.3749352886], [-99.218540404, 19.375116939], [-99.2183063977, 19.3747450335], [-99.2182438908, 19.3747606179], [-99.2181955257, 19.3747242625], [-99.218133619, 19.3746569044], [-99.2180813803, 19.3746445737], [-99.2180551737, 19.3745590606], [-99.2180324619, 19.3745197205], [-99.2180097502, 19.3744803804], [-99.2179490728, 19.3742687157], [-99.2179674482, 19.3741945183], [-99.217992954, 19.3741391933], [-99.2180019109, 19.3740185173], [-99.2180476823, 19.3739987007], [-99.2180664973, 19.3738740964], [-99.2180626593, 19.3736596664], [-99.2180721071, 19.3735405307], [-99.2180471701, 19.3734926714], [-99.218087505, 19.3734628771], [-99.2180864937, 19.3734162074], [-99.2180388789, 19.3734095212], [-99.2180520863, 19.3733615413], [-99.2180931729, 19.3733307782], [-99.2180882734, 19.3732774986], [-99.2180858237, 19.3732508588], [-99.2180833739, 19.373224219], [-99.2179239619, 19.37326287], [-99.2178458207, 19.3732850097], [-99.2173782748, 19.3733966572], [-99.2169359028, 19.3719237703], [-99.2174954773, 19.3717647301], [-99.218059773, 19.3716207005], [-99.2186287968, 19.3714754621], [-99.219202903, 19.3713289244], [-99.2187323713, 19.3697412454], [-99.219282973, 19.3695384653], [-99.2204190966, 19.3692252981], [-99.2214584445, 19.3689377494], [-99.221576225, 19.3689051635], [-99.2218624636, 19.3688256292], [-99.2219972135, 19.3687774845], [-99.2221656127, 19.3686893149], [-99.2222333126, 19.3686372831], [-99.2223228066, 19.3685780353], [-99.2224013378, 19.3685410874], [-99.2224787686, 19.3685133605], [-99.2224628012, 19.3684457478], [-99.222566668, 19.3684271059], [-99.2226528935, 19.3684168304], [-99.2227278172, 19.3684118551], [-99.2228098151, 19.3684086417], [-99.2228551111, 19.3684135842], [-99.2229004071, 19.3684185267], [-99.2229363314, 19.3685024485], [-99.2229490301, 19.368546415], [-99.2229617287, 19.3685903815], [-99.2229420284, 19.368690435], [-99.2228910351, 19.3687590767], [-99.2227902184, 19.368862298], [-99.2227714495, 19.3689506743], [-99.2227786924, 19.3689764282], [-99.2227859353, 19.369002182], [-99.2227931781, 19.3690279358], [-99.222800421, 19.3690536897], [-99.2228825695, 19.3693249227], [-99.2229902189, 19.3696803512], [-99.2231800182, 19.3703070125], [-99.2231921865, 19.3703439842], [-99.2234172286, 19.3710277416], [-99.223462548, 19.3711528972], [-99.2236277892, 19.3716187898], [-99.2236841497, 19.3717166812], [-99.2237418407, 19.3717688153], [-99.2237879232, 19.3719053704], [-99.2238109645, 19.3719736479], [-99.2238340058, 19.3720419254], [-99.2236443995, 19.3721321891], [-99.223369832, 19.3725286613], [-99.2231422667, 19.3726099681], [-99.2228281009, 19.3728767661], [-99.2227269859, 19.3729676018], [-99.2225546789, 19.3730338317], [-99.2223934937, 19.3730970502], [-99.222232345, 19.3731872777], [-99.2220332012, 19.3732415392], [-99.2216823824, 19.3733770129], [-99.2215307682, 19.3735032404], [-99.221142063, 19.3736837745], [-99.2209147012, 19.3739181304], [-99.2206303466, 19.3740985367], [-99.2202448966, 19.3743486329], [-99.2200821952, 19.3744625964], [-99.2199194937, 19.3745765597], [-99.2195617697, 19.3746249911]]]}",10-255,"19.3717615938,-99.2205281841"
ALVARO OBREGON,PILOTO (ADOLFO LOPEZ MATEOS),30,6208.592993,0.001348,483.2,"{""type"": ""Polygon"", ""coordinates"": [[[-99.232689449, 19.3709743717], [-99.2326964736, 19.3702229429], [-99.232698441, 19.3700124913], [-99.2327171206, 19.3698468272], [-99.2327522478, 19.3695315512], [-99.2327745888, 19.3693371566], [-99.232780294, 19.3692865586], [-99.2328424366, 19.3687354283], [-99.2328734214, 19.3681697232], [-99.2328833831, 19.367987848], [-99.2328860954, 19.3677969259], [-99.2328888078, 19.3676060038], [-99.232897228, 19.3670133006], [-99.2329012855, 19.3668436387], [-99.2329030908, 19.3667681508], [-99.2329037956, 19.366738684], [-99.2341717898, 19.3670305167], [-99.2342686967, 19.3670494301], [-99.2349429977, 19.3672124942], [-99.2354646248, 19.3673607011], [-99.2354072585, 19.3675838703], [-99.2352655038, 19.3681353286], [-99.2351321102, 19.3686542567], [-99.2349766686, 19.3692589518], [-99.2348309382, 19.3698258646], [-99.2346882937, 19.3703807692], [-99.2345313275, 19.370963421], [-99.2344750928, 19.3710075532], [-99.2344685101, 19.3710552524], [-99.2344234982, 19.3711015985], [-99.2343200352, 19.371098225], [-99.2343164656, 19.3711858964], [-99.2342433048, 19.3712263766], [-99.2341987561, 19.371313246], [-99.2341628861, 19.3715074126], [-99.234205171, 19.3715031412], [-99.2342373739, 19.3714678985], [-99.2342550541, 19.3714265524], [-99.2342743295, 19.3713729604], [-99.2343218067, 19.3713055576], [-99.2343387232, 19.3712940571], [-99.2343701711, 19.3712947819], [-99.2343919617, 19.3713085282], [-99.2344073148, 19.3713314659], [-99.2344138027, 19.3713574759], [-99.2344178934, 19.3713987939], [-99.2344179831, 19.371461544], [-99.2344229218, 19.3715319402], [-99.2344326938, 19.3715592386], [-99.2348923111, 19.3724897301], [-99.2348411748, 19.3725155072], [-99.2348020875, 19.3725469822], [-99.2347871021, 19.3725927102], [-99.234787188, 19.3726527026], [-99.2347331929, 19.3727841844], [-99.2346760894, 19.3728471073], [-99.2345738616, 19.3729300859], [-99.2344746603, 19.3730244877], [-99.2344476463, 19.3730788014], [-99.234417671, 19.3731674004], [-99.2343184164, 19.373224664], [-99.2342160372, 19.3732019415], [-99.2341558048, 19.3731820215], [-99.2341137192, 19.3732220706], [-99.2339182768, 19.3733765884], [-99.2337980442, 19.3734995847], [-99.2337560726, 19.3736196236], [-99.2337141009, 19.3737396625], [-99.233611982, 19.3738997737], [-99.2334706113, 19.3740149684], [-99.2332542473, 19.3742373333], [-99.2330621747, 19.3746460998], [-99.2329428946, 19.3747368921], [-99.2329947207, 19.3749278732], [-99.2329826876, 19.3750979675], [-99.2328797205, 19.3751982828], [-99.2327496392, 19.3752217476], [-99.2326638569, 19.3753220408], [-99.2326101116, 19.3755084973], [-99.2324090533, 19.3756858226], [-99.2322865512, 19.3758607176], [-99.2322694851, 19.3759446139], [-99.232213188, 19.3760201009], [-99.2321601914, 19.3760390387], [-99.2321071546, 19.3760296713], [-99.2320540956, 19.3760045788], [-99.2319877586, 19.3759637781], [-99.2318882908, 19.3759293096], [-99.2317921682, 19.375916852], [-99.2317259068, 19.3759295165], [-99.2316615907, 19.3759662503], [-99.2316467419, 19.3759762738], [-99.2316318932, 19.3759862972], [-99.2315928237, 19.3760193443], [-99.2315537542, 19.3760523914], [-99.2315008108, 19.3761090691], [-99.2314578314, 19.3761814592], [-99.231404879, 19.3762318469], [-99.2312823311, 19.3762807505], [-99.2311547988, 19.3763202253], [-99.2310628661, 19.3763415709], [-99.2309808332, 19.3763330263], [-99.2309178501, 19.3763205261], [-99.2308780471, 19.3762954165], [-99.2308349522, 19.3762860361], [-99.2307985163, 19.3762986624], [-99.2307621512, 19.3763616089], [-99.2307390021, 19.3763962335], [-99.2306760898, 19.3764340535], [-99.2305999349, 19.3764813253], [-99.2305602248, 19.3765222608], [-99.2304774551, 19.3765789761], [-99.230378058, 19.376594827], [-99.2302620866, 19.3766075539], [-99.2301858917, 19.3766265204], [-99.2300399154, 19.3767109447], [-99.2299277812, 19.3768973184], [-99.2298151544, 19.3769320559], [-99.2295371369, 19.3771871534], [-99.229416554, 19.3772460453], [-99.2287555016, 19.3775215098], [-99.2283893961, 19.3776515551], [-99.228281811, 19.3776730656], [-99.228182378, 19.3776637553], [-99.2281591275, 19.3776260442], [-99.2280828356, 19.3775758195], [-99.2279801018, 19.3775759483], [-99.2278674785, 19.3776138296], [-99.2277084592, 19.3776517689], [-99.2275823526, 19.3775261258], [-99.227515968, 19.3774507284], [-99.2274561896, 19.3773595975], [-99.2275752923, 19.3772147777], [-99.2276348065, 19.3771156351], [-99.2277474054, 19.3770604563], [-99.227939564, 19.3770224755], [-99.2280355732, 19.3769531648], [-99.2280984425, 19.3768838955], [-99.2281148855, 19.3767926693], [-99.2281445843, 19.3767014265], [-99.2282671182, 19.3766415175], [-99.2283929134, 19.376543864], [-99.2284458054, 19.376449447], [-99.2284888607, 19.3764305228], [-99.2285948903, 19.3764178096], [-99.2287572089, 19.3763704303], [-99.2288738158, 19.3762193686], [-99.2289690349, 19.3761783177], [-99.2291014001, 19.3760397702], [-99.2291576012, 19.3759422038], [-99.2292079987, 19.3758842506], [-99.2292493463, 19.3758694234], [-99.2293462769, 19.3757847151], [-99.2294885656, 19.3756335747], [-99.2295811757, 19.3755045121], [-99.2296227782, 19.3754533119], [-99.2296643807, 19.3754021117], [-99.2297034393, 19.3752527561], [-99.2297828418, 19.3751583053], [-99.2298323437, 19.3750104268], [-99.2298421576, 19.3749192088], [-99.2298056293, 19.3748657896], [-99.2297786681, 19.3745450315], [-99.229758013, 19.3739946789], [-99.2297976984, 19.3739418026], [-99.2298373837, 19.3738889263], [-99.2298903229, 19.3738183907], [-99.2301220851, 19.3736671368], [-99.2303577551, 19.3734485941], [-99.2306731424, 19.3731254863], [-99.2307839027, 19.3729806842], [-99.2309378642, 19.3727207589], [-99.2309838286, 19.3726431593], [-99.2311541725, 19.3723512101], [-99.231559769, 19.3720643491], [-99.231898943, 19.3717464186], [-99.2320875622, 19.3715543319], [-99.2324620029, 19.3715349839], [-99.232689449, 19.3709743717]]]}",10-171,"19.3724556468,-99.2323642889"
